siteidIgnore,carrieridIgnore,internalPlanId,externalPlanId,planName,state,fips,zip,secondExternalPlanId
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477312,1K8BSN8YBC,Humana Honor (PPO),ID,16001,83646,18QR8M4QQ4
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477312,1K8BSN8YBC,Humana Honor (PPO),ID,16001,83646,1TR6BK1JBK
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477313,181T48VQ9W,HumanaChoice H5216-316 (PPO),OK,40011,73646,1K765PLQBD
C43F73DD-04E7-EC11-869E-005056BDB5E6,159,477313,181T48VQ9W,HumanaChoice H5216-316 (PPO),OK,40019,73481,KTWLWD5RR5
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477314,1N54JKZK90,HumanaChoice H5216-316 (PPO),OK,40017,73040,1K765PLQBD
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477314,1N54JKZK90,HumanaChoice H5216-316 (PPO),OK,40017,73040,180Q15T7Q6
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477315,1MJPCJWCD2,HumanaChoice H5216-316 (PPO),OK,40037,74037,180Q15T7Q6
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477315,1MJPCJWCD2,HumanaChoice H5216-316 (PPO),OK,40037,74037,0KM77PZ3W2
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477316,19R1CTBSDV,HumanaChoice H5216-317 (PPO),IN,18019,47143,1TBR5R2J18
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477316,19R1CTBSDV,HumanaChoice H5216-317 (PPO),IN,18019,47143,18Q30Q08BK
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477317,1TL8P922DJ,HumanaChoice H5216-318 (PPO),IL,17117,62097,0JBNNT391S
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477317,1TL8P922DJ,HumanaChoice H5216-318 (PPO),IL,17163,62232,KT67CY63L3
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477318,0JDV5MS9WM,HumanaChoice H5216-318 (PPO),KS,20005,66058,180Q15T7Q6
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477318,0JDV5MS9WM,HumanaChoice H5216-318 (PPO),KS,20005,66058,KTWLWD5RR5
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477319,0K6ZKNCMW1,HumanaChoice H5216-318 (PPO),KS,20009,67564,KT67CY63L3
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477319,0K6ZKNCMW1,HumanaChoice H5216-318 (PPO),KS,20009,67565,KT67CY63L3
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477320,KT6S4C26QD,HumanaChoice H5216-319 (PPO),NJ,34001,08213,1M57WQYTBM
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477320,KT6S4C26QD,HumanaChoice H5216-319 (PPO),NJ,34001,08213,1TL95RJVKN
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477321,1JNCJSSNQQ,HumanaChoice H5216-320 (PPO),NJ,34001,08220,1J3Q708J2N
C43F73DD-04E7-EC11-869E-005056BDB5E6,159,477321,1JNCJSSNQQ,HumanaChoice H5216-320 (PPO),NJ,34001,08244,1N00MV84LJ
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477322,1K7KJLC70T,HumanaChoice H5216-321 (PPO),AL,01033,35660,1MC9V3K1BN
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477322,1K7KJLC70T,HumanaChoice H5216-321 (PPO),AL,01033,35660,1JZR3T4820
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477323,180QCWK00N,HumanaChoice H5216-322 (PPO),IN,18019,47106,1MC87KVQ0W
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477323,180QCWK00N,HumanaChoice H5216-322 (PPO),IN,18019,47106,KTWY67V4Y8
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477324,1N5YP3Q50C,HumanaChoice H5216-323 (PPO),OK,40017,73762,1N54JKZK90
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477324,1N5YP3Q50C,HumanaChoice H5216-323 (PPO),OK,40017,73762,1K765PLQBD
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477325,1MJ357YJ1W,HumanaChoice H5216-324 (PPO),IN,18019,47126,1N5YC8DB1D
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477325,1MJ357YJ1W,HumanaChoice H5216-324 (PPO),IN,18019,47126,KTWY67V4Y8
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477326,19RMK1NR10,HumanaChoice H5216-325 (PPO),LA,22005,70725,0K65CSB85J
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477326,19RMK1NR10,HumanaChoice H5216-325 (PPO),LA,22005,70778,1M4DP1M005
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477327,1TL91C6LK2,HumanaChoice H5216-326 (PPO),LA,22001,70525,1NP6C7370Z
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477327,1TL91C6LK2,HumanaChoice H5216-326 (PPO),LA,22001,70525,1JNNP0DYLP
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477328,0JD21RDDKV,HumanaChoice H5216-327 (PPO),WV,54005,25021,1KVMWCMB73
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477328,0JD21RDDKV,HumanaChoice H5216-327 (PPO),WV,54005,25021,0KMS0BL6KJ
C43F73DD-04E7-EC11-869E-005056BDB5E6,159,477329,0KMS0BL6KJ,HumanaChoice H5216-328 (PPO),WV,54001,26238,0K651WJLK3
C43F73DD-04E7-EC11-869E-005056BDB5E6,159,477329,0KMS0BL6KJ,HumanaChoice H5216-328 (PPO),WV,54001,26238,0KWKVYTWW9
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477330,KT67CY63L3,Humana Honor (PPO),AR,05001,72048,181TP25YBB
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477330,KT67CY63L3,Humana Honor (PPO),AR,05001,72048,0JBNMY120C
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477331,1JNNP0DYLP,HumanaChoice SNP-DE H5216-330 (PPO D-SNP),LA,22001,70529,KT674CVBBB
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477331,1JNNP0DYLP,HumanaChoice SNP-DE H5216-330 (PPO D-SNP),LA,22001,70529,1TL91C6LK2
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477332,1K765PLQBD,HumanaChoice SNP-DE H5216-331 (PPO D-SNP),OK,40013,74721,0JLQ21QPQC
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477332,1K765PLQBD,HumanaChoice SNP-DE H5216-331 (PPO D-SNP),OK,40013,74721,0KM70BYBWP
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477333,180DKSRKBQ,HumanaChoice SNP-DE H5216-332 (PPO D-SNP),LA,22005,70778,1M4DP1M005
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477333,180DKSRKBQ,HumanaChoice SNP-DE H5216-332 (PPO D-SNP),LA,22005,70778,19RMK1NR10
173F73DD-04E7-EC11-869E-005056BDB5E6,159,477334,1N5LK2JC9T,HumanaChoice H5216-333 (PPO),CO,08001,80002,1KYLQ90B56
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477334,1N5LK2JC9T,HumanaChoice H5216-333 (PPO),CO,08001,80024,1K8824JP1T
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477335,1MJR1D5S9N,HumanaChoice - Diabetes and Heart (PPO C-SNP),MS,28005,39657,1NP6C7370Z
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477335,1MJR1D5S9N,HumanaChoice - Diabetes and Heart (PPO C-SNP),MS,28005,39657,1M4DP1M005
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477336,1BSJ0Z129C,HumanaChoice H5216-335 (PPO),AZ,04013,85046,1M4WRZ8BKW
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477336,1BSJ0Z129C,HumanaChoice H5216-335 (PPO),AZ,04013,85046,1JNTK6V7QR
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477337,1T25QY89DW,HumanaChoice H5216-336 (PPO),NC,37021,28728,1MJ31D3B0Y
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477337,1T25QY89DW,HumanaChoice H5216-336 (PPO),NC,37021,28728,1MJP4TCDDN
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477338,0J9080VMD0,HumanaChoice H5216-337 (PPO),OK,40015,73006,1K765PLQBD
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477338,0J9080VMD0,HumanaChoice H5216-337 (PPO),OK,40015,73006,180DPL8L9R
C43F73DD-04E7-EC11-869E-005056BDB5E6,159,477339,0KM77PZ3W2,HumanaChoice H5216-337 (PPO),OK,40037,74132,1K765PLQBD
C43F73DD-04E7-EC11-869E-005056BDB5E6,159,477339,0KM77PZ3W2,HumanaChoice H5216-337 (PPO),OK,40037,74132,KT67CY63L3
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477340,KT6B598N88,HumanaChoice H5216-337 (PPO),AR,05003,71676,181TP25YBB
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477340,KT6B598N88,HumanaChoice H5216-337 (PPO),AR,05003,71676,1MJRK3Z69P
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477341,1JNTK6V7QR,Humana USAA Honor with Rx (PPO),AZ,04013,85006,180DQNMQLY
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477341,1JNTK6V7QR,Humana USAA Honor with Rx (PPO),AZ,04013,85006,0K654L1SPW
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477342,1KY41VZ0Q3,HumanaChoice H5216-339 (PPO),NM,35003,87830,1BSJK1PPD8
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477342,1KY41VZ0Q3,HumanaChoice H5216-339 (PPO),NM,35003,87830,1TBR40ZZ52
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477343,18QP0QW5QP,HumanaChoice H5216-340 (PPO),IA,19001,50858,KT67CY63L3
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477343,18QP0QW5QP,HumanaChoice H5216-340 (PPO),IA,19001,50858,1N12ZP6CQ1
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477344,1NK1Q5BJ0D,HumanaChoice H5216-341 (PPO),NM,35001,87123,1BSJK1PPD8
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477344,1NK1Q5BJ0D,HumanaChoice H5216-341 (PPO),NM,35001,87123,0J901RQTW3
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477345,1MC8842R0Q,HumanaChoice H5216-342 (PPO),NJ,34003,07628,188930NKQM
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477345,1MC8842R0Q,HumanaChoice H5216-342 (PPO),NJ,34003,07628,1TRKMWT904
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477346,1BSV8TSL1T,HumanaChoice H5216-343 (PPO),NC,37011,28664,19RM0ZMW04
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477346,1BSV8TSL1T,HumanaChoice H5216-343 (PPO),NC,37011,28664,1TTB9JV0BW
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477347,1T2Z79CD1N,HumanaChoice H5216-345 (PPO),SC,45071,29145,180QJN6T0P
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477347,1T2Z79CD1N,HumanaChoice H5216-345 (PPO),SC,45071,29145,KTW487YZ2J
173F73DD-04E7-EC11-869E-005056BDB5E6,159,477348,0J9WY6K61C,HumanaChoice H5216-346 (PPO),SC,45001,29653,19R11YNC9Z
C43F73DD-04E7-EC11-869E-005056BDB5E6,159,477348,0J9WY6K61C,HumanaChoice H5216-346 (PPO),SC,45001,29659,1TL8006S95
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477349,0KMBVVQNKW,HumanaChoice H5216-347 (PPO),GA,13039,31568,1BSVQDYV13
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477349,0KMBVVQNKW,HumanaChoice H5216-347 (PPO),GA,13039,31568,180QJN6T0P
C43F73DD-04E7-EC11-869E-005056BDB5E6,159,477350,KTMK0CCY25,Humana Honor (PPO),TX,48001,75803,1K89T5KW98
C43F73DD-04E7-EC11-869E-005056BDB5E6,159,477350,KTMK0CCY25,Humana Honor (PPO),TX,48001,75803,KTM60JWM81
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477351,1J3Q0RKQL9,HumanaChoice H5216-349 (PPO),GA,13001,31555,1T2Z79CD1N
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477351,1J3Q0RKQL9,HumanaChoice H5216-349 (PPO),GA,13001,31555,1MJPKZ7KBS
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477352,1KYYQBQKL8,HumanaChoice H5216-350 (PPO),TX,48061,78521,1JNC5VW68Y
743F73DD-04E7-EC11-869E-005056BDB5E6,159,477352,1KYYQBQKL8,HumanaChoice H5216-350 (PPO),TX,48061,78522,KTM60JC4KY
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477353,18Q38MYCBR,Humana USAA Honor with Rx (PPO),TX,48029,78002,1M5S9WSV8Q
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477353,18Q38MYCBR,Humana USAA Honor with Rx (PPO),TX,48029,78218,1812R4QZDR
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477354,1NKM7N3SB3,HumanaChoice H5216-352 (PPO),TX,48063,75451,1K89T5KW98
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477354,1NKM7N3SB3,HumanaChoice H5216-352 (PPO),TX,48063,75451,1JNC5VW68Y
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477355,1MC9Y862BP,HumanaChoice H5216-353 (PPO),TX,48141,79853,1KYYQBQKL8
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477355,1MC9Y862BP,HumanaChoice H5216-353 (PPO),TX,48141,79853,KTM60JWM81
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477356,1BS2VKD99D,Humana Honor (PPO),MN,27005,56470,1J3D71R08Z
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477356,1BS2VKD99D,Humana Honor (PPO),MN,27005,56470,0KDYDYP31K
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477357,1TTSNJLM9Q,Humana Honor (PPO),IL,17007,61065,19RMQ91J07
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477357,1TTSNJLM9Q,Humana Honor (PPO),IL,17007,61065,0KWK3BJYDN
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477358,0JBCNTR3DT,HumanaChoice H5216-356 (PPO),WI,55021,53923,1BJC6LB20Y
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477358,0JBCNTR3DT,HumanaChoice H5216-356 (PPO),WI,55021,53923,1TTSNJLM9Q
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477359,0KWK3BJYDN,HumanaChoice H5216-357 (PPO),IL,17031,60038,0KD4B9WJ92
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477359,0KWK3BJYDN,HumanaChoice H5216-357 (PPO),IL,17031,60179,0KDL9ZQCDM
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477360,KTM687L77S,HumanaChoice H5216-358 (PPO),TX,48005,75941,1JNC5VW68Y
C43F73DD-04E7-EC11-869E-005056BDB5E6,159,477360,KTM687L77S,HumanaChoice H5216-358 (PPO),TX,48027,76511,1K7KKQBN84
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477361,1J3D71R08Z,HumanaChoice H5216-359 (PPO),MN,27001,56350,1888NPQ6LK
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477361,1J3D71R08Z,HumanaChoice H5216-359 (PPO),MN,27001,56350,KTZPLV7DQC
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477362,1KYLYPJ585,HumanaChoice H5216-360 (PPO),TX,48011,79039,KTMK0CCY25
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477362,1KYLYPJ585,HumanaChoice H5216-360 (PPO),TX,48011,79039,KTM60JWM81
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477363,18QRVS5JQ9,Humana Gold Plus H5377-001 (HMO),VA,51009,24521,0K65P58D5Y
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477363,18QRVS5JQ9,Humana Gold Plus H5377-001 (HMO),VA,51009,24521,1K8BP4J3LK
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477364,1N1JVL1RQ8,Humana Gold Plus H5377-002 (HMO-POS),VA,51019,24179,KTWLM36ZTB
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477364,1N1JVL1RQ8,Humana Gold Plus H5377-002 (HMO-POS),VA,51019,24179,0K65P58D5Y
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477365,1MP5NW8L0R,HumanaChoice H5525-004 (PPO),IL,17017,62612,1TTSNJLM9Q
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477365,1MP5NW8L0R,HumanaChoice H5525-004 (PPO),IL,17017,62612,0K655QRC5B
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477366,1B4033VD03,HumanaChoice H5525-005 (PPO),PA,42005,16228,0JLD2KTQB5
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477366,1B4033VD03,HumanaChoice H5525-005 (PPO),PA,42005,16228,0JBCYZBBD5
173F73DD-04E7-EC11-869E-005056BDB5E6,159,477367,1TT7Z7Z60P,HumanaChoice H5525-006 (PPO),PA,42001,17316,KTZP2MSCQV
743F73DD-04E7-EC11-869E-005056BDB5E6,159,477367,1TT7Z7Z60P,HumanaChoice H5525-006 (PPO),PA,42001,17331,1TL95RJVKN
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477368,0JBN61WN1D,HumanaChoice H5525-008 (PPO),IN,18009,47348,1K76KQ7WLC
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477368,0JBN61WN1D,HumanaChoice H5525-008 (PPO),IN,18015,47905,KTZPB0L80D
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477369,0KW6MCB71Q,HumanaChoice H5525-015 (PPO),LA,22013,71070,1JNNP0DYLP
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477369,0KW6MCB71Q,HumanaChoice H5525-015 (PPO),LA,22013,71070,1TL91C6LK2
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477370,KTW4YDZQ2B,HumanaChoice H5525-017 (PPO),PA,42001,17307,0K651WJLK3
5B4073DD-04E7-EC11-869E-005056BDB5E6,159,477370,KTW4YDZQ2B,HumanaChoice H5525-017 (PPO),PA,42001,17307,1K76PS1RB8
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477371,1JZPVZWK27,HumanaChoice H5525-020 (PPO),AL,01003,36507,1MJR7K2CB6
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477371,1JZPVZWK27,HumanaChoice H5525-020 (PPO),AL,01003,36507,1MC9V3K1BN
173F73DD-04E7-EC11-869E-005056BDB5E6,159,477372,1KV1NYBC2S,HumanaChoice H5525-022 (PPO),KY,21031,42339,1MJ357YJ1W
173F73DD-04E7-EC11-869E-005056BDB5E6,159,477372,1KV1NYBC2S,HumanaChoice H5525-022 (PPO),KY,21031,42339,1NK1888YQC
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477373,188830TSLZ,HumanaChoice H5525-024 (PPO),GA,13003,31642,1889ZVJZ84
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477373,188830TSLZ,HumanaChoice H5525-024 (PPO),GA,13003,31642,19R11YNC9Z
743F73DD-04E7-EC11-869E-005056BDB5E6,159,477374,1N1VZ5S2L5,HumanaChoice H5525-026 (PPO),NC,37047,28320,1K8BP4J3LK
743F73DD-04E7-EC11-869E-005056BDB5E6,159,477374,1N1VZ5S2L5,HumanaChoice H5525-026 (PPO),NC,37047,28320,0KDYB9001R
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477375,1MPZ64C9B9,HumanaChoice H5525-027 (PPO),MT,30007,59644,1K8BJLN5BL
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477375,1MPZ64C9B9,HumanaChoice H5525-027 (PPO),MT,30007,59644,181TCW6JBY
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477376,1B4W62KMB8,HumanaChoice H5525-030 (PPO),OH,39001,45657,1N5YC8DB1D
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477376,1B4W62KMB8,HumanaChoice H5525-030 (PPO),OH,39001,45657,1TL986QR0S
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477377,1TTBMDQ39R,Humana Honor (PPO),ID,16011,83215,1TR6BK1JBK
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477377,1TTBMDQ39R,Humana Honor (PPO),ID,16011,83215,1N00DBV9LB
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477378,0JBTWZYY93,HumanaChoice H5525-034 (PPO),NC,37017,28399,KTWY3JQ076
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477378,0JBTWZYY93,HumanaChoice H5525-034 (PPO),NC,37017,28399,1JVWCPRML6
743F73DD-04E7-EC11-869E-005056BDB5E6,159,477379,0KD4DY3Q9P,HumanaChoice H5525-035 (PPO),NC,37005,28663,1JVWCPRML6
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477379,0KD4DY3Q9P,HumanaChoice H5525-035 (PPO),NC,37009,28617,1K8BP4J3LK
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477380,KTWY3JQ076,HumanaChoice SNP-DE H5525-036 (PPO D-SNP),NC,37011,28646,1BSV8TSL1T
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477380,KTWY3JQ076,HumanaChoice SNP-DE H5525-036 (PPO D-SNP),NC,37011,28646,1JV1BS821R
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477381,1JZ33TY57K,Humana Value Plus H5525-037 (PPO),LA,22013,71268,0K65CSB85J
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477381,1JZ33TY57K,Humana Value Plus H5525-037 (PPO),LA,22031,71049,0KMBVYW2J2
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477382,1KVMZ93J8B,Humana Value Plus H5525-041 (PPO),OH,39001,45618,1KVM3ZRW8Y
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477382,1KVMZ93J8B,Humana Value Plus H5525-041 (PPO),OH,39001,45618,1BJCD5R6Q5
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477383,1889666R87,HumanaChoice H5525-042 (PPO),OH,39063,45836,1N5YC8DB1D
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477383,1889666R87,HumanaChoice H5525-042 (PPO),OH,39063,45836,1KVMZ93J8B
743F73DD-04E7-EC11-869E-005056BDB5E6,159,477384,1N12MVDL8S,HumanaChoice H5525-044 (PPO),KY,21007,42060,19TL5C9519
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477384,1N12MVDL8S,HumanaChoice H5525-044 (PPO),KY,21027,40152,1JNNCP5JB9
743F73DD-04E7-EC11-869E-005056BDB5E6,159,477385,1M5SWQLDQZ,HumanaChoice SNP-DE H5525-045 (PPO D-SNP),KY,21001,42728,1J3QK6JZL4
743F73DD-04E7-EC11-869E-005056BDB5E6,159,477385,1M5SWQLDQZ,HumanaChoice SNP-DE H5525-045 (PPO D-SNP),KY,21001,42728,18Q30Q08BK
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477386,1BJCD5R6Q5,HumanaChoice SNP-DE H5525-046 (PPO D-SNP),OH,39069,43524,1TL986QR0S
743F73DD-04E7-EC11-869E-005056BDB5E6,159,477386,1BJCD5R6Q5,HumanaChoice SNP-DE H5525-046 (PPO D-SNP),OH,39069,43545,19TL46JJKM
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477387,1TRK9JJN09,HumanaChoice SNP-DE H5525-048 (PPO D-SNP),IN,18007,47986,0KMS8SYSKY
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477387,1TRK9JJN09,HumanaChoice SNP-DE H5525-048 (PPO D-SNP),IN,18007,47986,19TL46JJKM
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477388,0JLQ9T5708,HumanaChoice H5525-049 (PPO),NC,37009,28640,1K8BP4J3LK
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477388,0JLQ9T5708,HumanaChoice H5525-049 (PPO),NC,37017,28392,0J9WNR881L
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477389,0KDYB9001R,HumanaChoice H5525-050 (PPO),NC,37013,27806,KTWY3JQ076
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477389,0KDYB9001R,HumanaChoice H5525-050 (PPO),NC,37013,27806,1K8BP4J3LK
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477390,KTWL67JKTY,HumanaChoice H5525-051 (PPO),PA,42003,15007,0K651WJLK3
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477390,KTWL67JKTY,HumanaChoice H5525-051 (PPO),PA,42003,15007,KTW4YDZQ2B
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477391,1JZRM15CT4,HumanaChoice H5525-051 (PPO),PA,42017,18036,0JDJKBRRKR
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477391,1JZRM15CT4,HumanaChoice H5525-051 (PPO),PA,42017,18036,KTW4YDZQ2B
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477392,1KNJWC0S26,HumanaChoice H5525-052 (PPO),WY,56021,82082,1K8BSN8YBC
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477392,1KNJWC0S26,HumanaChoice H5525-052 (PPO),WY,56021,82059,1875WR822K
B60D783C-91E9-EB11-8687-005056BDB5E6,159,477393,1875WR822K,HumanaChoice SNP-DE H5525-053 (PPO D-SNP),WY,56021,82003,1BJCB3C8QT
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477393,1875WR822K,HumanaChoice SNP-DE H5525-053 (PPO D-SNP),WY,56021,82005,1K8BSN8YBC
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477394,1N00DBV9LB,HumanaChoice H5525-054 (PPO),ID,16011,83277,1TR6BK1JBK
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477394,1N00DBV9LB,HumanaChoice H5525-054 (PPO),ID,16019,83415,1TR6BK1JBK
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477397,1TR6L8BYBZ,Humana USAA Honor with Rx (PPO),CA,06073,91912,1B40ZDJC0T
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477397,1TR6L8BYBZ,Humana USAA Honor with Rx (PPO),CA,06073,91912,1N1V6QZ1L3
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477398,0JLD2KTQB5,HumanaChoice H5525-058 (PPO),PA,42001,17019,KTWL67JKTY
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477398,0JLD2KTQB5,HumanaChoice H5525-058 (PPO),PA,42001,17019,1TT7Z7Z60P
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477399,0KDLTC4K99,Humana USAA Honor with Rx (PPO),PA,42019,15044,1KY4QBD480
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477399,0KDLTC4K99,Humana USAA Honor with Rx (PPO),PA,42019,15044,1K76PS1RB8
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477400,KTZP2MSCQV,HumanaChoice H5525-060 (PPO),PA,42003,15005,0JLD2KTQB5
32A4080D-0EC3-EB11-8686-005056BDB5E6,159,477400,KTZP2MSCQV,HumanaChoice H5525-060 (PPO),PA,42003,15005,KTW4YDZQ2B
